ACCESSION	IRIS_ID	SUBPOPULATION	COUNTRY
SUWEON 295::IRGC 58368-1	IRIS_313-9996	temp	Korea, Republic of
KHAO KHOT::IRGC 93892-1	IRIS_313-12242	subtrop	Lao People's Democratic Republic
ZAOSHUXIANGHEIMI	B123	indx	
DHOLA AMAN (LOWLAND AMAN)::IRGC 8341-1	IRIS_313-9156	ind2	Bangladesh
PADI HANGIR::IRGC 79507-1	IRIS_313-12006	trop	Malaysia
CUTTACK 29::IRGC 49573-1	IRIS_313-11409	ind2	India
NX 3533::IRGC 63796-1	IRIS_313-9570	indx	China
DONG DU::IRGC 72037-1	IRIS_313-11859	ind1A	China
ARC 15505::IRGC 42066-1	IRIS_313-11281	ind1A	India
RAJHUSAI (ACR 12)::IRGC 53630-1	IRIS_313-8614	ind2	India
JATI MANI::IRGC 66565-1	IRIS_313-11717	indx	Indonesia
NGASEIN THEEDAT (C 30)::IRGC 33504-2	IRIS_313-11138	ind3	Myanmar
NOROI::IRGC 31611-1	IRIS_313-8864	aus	Bangladesh
PULUT HALAPA::IRGC 27403-1	IRIS_313-11009	trop	Indonesia
TAUNGYA SABA::IRGC 58226-1	IRIS_313-11549	indx	Myanmar
LEMONT	CX77	trop	
RANDA KUNING::IRGC 18595-1	IRIS_313-10807	ind3	Indonesia
TSIPALA MENA 626::GERVEX 5392-C1	IRIS_313-7795	ind2	
D11	CX288	indx	
DEVARASI::IRGC 16173-1	IRIS_313-10734	aus	Nepal
ROXANI::GERVEX 1686-C1	IRIS_313-8216	temp	
HEI MI CHAN	CX101	ind1A	
221 BC 4-1-45-10::IRGC 6865-1	IRIS_313-10550	indx	Indonesia
SANT ANDREA::IRGC 65732-1	IRIS_313-10014	temp	Italy
GENG 87-304	B124	temp	
PINAHULA::IRGC 93937-1	IRIS_313-12244	trop	Philippines
THIERNO BANDE::IRGC 16009-1	IRIS_313-9160	ind3	Senegal
C 28-16::IRGC 49580-1	IRIS_313-11410	indx	Myanmar
JIA GEN::IRGC 79654-1	IRIS_313-12007	indx	China
ASU::IRGC 62154-1	IRIS_313-9572	indx	Bhutan
ARC 15589::IRGC 42096-2	IRIS_313-11282	ind2	India
GUA PAI GU::IRGC 72078-1	IRIS_313-11860	ind1A	China
IR 5494 (BPH 1)::IRGC 24484-1	IRIS_313-8616	ind1B	Philippines
KHAO HAE::IRGC 29773-3	IRIS_313-11085	indx	Lao People's Democratic Republic
DAW NOK KAEN::IRGC 65548-1	IRIS_313-11700	ind3	Thailand
MUTTU SAMBA::IRGC 36333-1	IRIS_313-9039	ind2	Sri Lanka
PULUT PUTIH::IRGC 27426-1	IRIS_313-11010	ind3	Indonesia
FELEGBASEH::IRGC 58443-1	IRIS_313-11551	ind3	Sierra Leone
ARC 11768::IRGC 21630-1	IRIS_313-10870	subtrop	India
M401	CX78	temp	
GOGO::IRGC 43390-C1	IRIS_313-7885	trop	Indonesia
LAL SAR::IRGC 16185-1	IRIS_313-10735	aus	Nepal
MILYANG23	CX29	admix	
SETTANTUNO::GERVEX 1279-C1	IRIS_313-8142	temp	
RL GOPHER::IRGC 6934-2	IRIS_313-10552	trop	United States of America
TEK SI CHUT	CX102	ind1A	
HOKURIKU 52::IRGC 72491-1	IRIS_313-10056	subtrop	Japan
BANGKOUY::IRGC 94037-1	IRIS_313-12246	ind3	Cambodia
XIANGWANXIAN 3	B125	indx	
MACAN BINUNDOK::IRGC 8245-1	IRIS_313-9243	indx	Philippines
TAICHUNG 188::IRGC 78209-1	IRIS_313-11981	temp	Taiwan
DONRADAO::IRGC 49604-1	IRIS_313-11411	ind2	Brazil
B 78-S81::IRGC 58415-1	IRIS_313-9574	indx	Brunei Darussalam
E ZI 100::IRGC 70192-1	IRIS_313-11798	ind1B	China
ARC 15743::IRGC 42127-2	IRIS_313-11283	indx	India
ARC 11663::IRGC 42695-1	IRIS_313-8621	ind1B	India
DAWK PUT::IRGC 66699-1	IRIS_313-11719	ind3	Thailand
NWACHI MANINE::IRGC 33531-2	IRIS_313-11139	indx	Myanmar
RAYADA::IRGC 27594-1	IRIS_313-9108	indx	Bangladesh
SUNAR::IRGC 27470-1	IRIS_313-11011	indx	Indonesia
IR 3839-1::IRGC 55946-1	IRIS_313-11516	indx	Philippines
CS94	CX79	ind1B	
ARC 11777::IRGC 21639-1	IRIS_313-10871	aus	India
VARY LAVA 90::GERVEX 8254-C1	IRIS_313-7992	trop	
DUO 57	CX290	ind1B	
RERM BILASH::IRGC 16273-2	IRIS_313-10736	aus	Nepal
ORIONE::GERVEX 333-C1	IRIS_313-8068	indx	
RUBIO	CX103	admix	
BONG SEN::IRGC 7011-1	IRIS_313-10554	ind3	Viet Nam
CHUGOKU 68 HEN::IRGC 72514-1	IRIS_313-10057	temp	Japan
ZAOXIAN 240	B126	ind1A	
DAMNOEUB KRAMOUM::IRGC 94084-2	IRIS_313-12247	ind3	Cambodia
KANU DAM::IRGC 29755-1	IRIS_313-9249	temp	Cambodia
KALAR KAR::IRGC 49737-2	IRIS_313-11413	aus	
PO HE::IRGC 79701-1	IRIS_313-12009	ind1A	China
KETAN SERANG::IRGC 14615-1	IRIS_313-9590	ind3	Indonesia
ARC 18001::IRGC 42195-2	IRIS_313-11284	indx	India
HEI YAN ZHAN::IRGC 72090-1	IRIS_313-11861	ind1A	China
DUDRE::IRGC 52523-1	IRIS_313-8631	ind2	India
PADAN::IRGC 33544-2	IRIS_313-11140	ind3	Myanmar
DAW 85::IRGC 66704-1	IRIS_313-11720	ind3	Thailand
N 22::IRGC 46459-1	IRIS_313-10150	aus	India
TELURIKAN::IRGC 27478-1	IRIS_313-11012	admix	Indonesia
PA RABICHINA::IRGC 58609-1	IRIS_313-11554	ind3	Sierra Leone
ARC 11802::IRGC 21662-2	IRIS_313-10872	japx	India
CHENGHUI 448	CX8	indx	
IR 63380-16::C1	IRIS_313-7902	trop	
PINDE GOGO WIERIE::IRGC 14795-2	IRIS_313-10710	trop	Surinam
D15	CX291	indx	
LOTO::GERVEX 104-C1	IRIS_313-8039	temp	
LUA HUONG T 1::IRGC 7082-2	IRIS_313-10555	ind3	Viet Nam
SADRI RICE 1	CX104	aro	
DACHEONGBYEO::IRGC 72533-1	IRIS_313-10059	temp	Korea, Republic of
DAMNOUEB PHDAU PEN::IRGC 94176-1	IRIS_313-12249	ind3	Cambodia
DANGYU 5	B127	ind1A	
RADEN SAWO 1::IRGC 57578-1	IRIS_313-9273	ind3	Indonesia
YAN ZHAN::IRGC 79740-1	IRIS_313-12010	ind1A	China
KARUNJEERAGA SAMBA::IRGC 49774-1	IRIS_313-11414	indx	India
ARC 15088::IRGC 41934-1	IRIS_313-9593	indx	India
HENG YE ZAO::IRGC 72092-1	IRIS_313-11862	ind1A	China
ARC 14358::IRGC 41523-2	IRIS_313-11267	ind2	India
PATMADHAI 1::IRGC 77292-1	IRIS_313-8632	ind2	Bangladesh
GAEW DAENG::IRGC 66707-1	IRIS_313-11721	ind3	Thailand
SHWENI::IRGC 33686-2	IRIS_313-11141	indx	Myanmar
GENE::IRGC 67434-1	IRIS_313-8383	indx	Philippines
BOTESWAR 2::IRGC 27536-1	IRIS_313-11013	aus	Bangladesh
PA WOON::IRGC 58656-1	IRIS_313-11555	indx	Sierra Leone
OM1706	CX80	ind1B	
ARC 11822::IRGC 21677-1	IRIS_313-10873	aus	India
IR 71524-44-1-1::C1	IRIS_313-8010	trop	
IR74	CX296	indx	
GHAIYA::IRGC 16286-1	IRIS_313-10737	aus	Nepal
CARRICO::GERVEX 828-C1	IRIS_313-8111	temp	
SAL BUI BAO	CX106	trop	
LUA DEN MUA::IRGC 7185-1	IRIS_313-10556	ind3	Viet Nam
BETIS::IRGC 74581-1	IRIS_313-10083	temp	Spain
SIBEITIZHAO 6	B128	indx	
RUS RUSSEI::IRGC 94341-1	IRIS_313-12251	ind3	Cambodia
LUA CHAN HUONG::IRGC 16800-1	IRIS_313-9342	ind3	Viet Nam
KAUSHI::IRGC 49789-1	IRIS_313-11415	admix	Nigeria
YU TOU ZHONG::IRGC 79749-1	IRIS_313-12011	indx	China
ASHI BINNI::IRGC 77216-1	IRIS_313-9594	indx	Bangladesh
ARC 18064::IRGC 42237-1	IRIS_313-11285	ind2	India
HONG DU BAI::IRGC 72098-1	IRIS_313-11863	ind1A	China
PAI YI PING::IRGC 1368-1	IRIS_313-8645	ind1A	China
SHWEPULAY::IRGC 33696-2	IRIS_313-11142	ind3	Myanmar
KABERI::IRGC 66801-1	IRIS_313-11722	indx	Bangladesh
NALUMOOLAI KARUPAN::IRGC 8993-1	IRIS_313-9809	ind3	Sri Lanka
CHAKILA::IRGC 27540-1	IRIS_313-11014	aus	Bangladesh
TUBMAN::IRGC 58682-1	IRIS_313-11556	ind3	Sierra Leone
ARC 11946::IRGC 21768-2	IRIS_313-10874	subtrop	India
X21	CX82	ind1B	
VARY MADINIKA 3566::GERVEX 8448-C1	IRIS_313-7994	trop	
ANDEL WELUT::IRGC 16339-1	IRIS_313-10738	admix	Indonesia
BR24	CX3	ind1A	
CLOT::GERVEX 523-C1	IRIS_313-8085	temp	
KONG MARETH 4 T 1::IRGC 7248-1	IRIS_313-10557	ind3	Cambodia
TUN SART	CX107	ind3	
SENIA::IRGC 74582-1	IRIS_313-10084	temp	Spain
A MOUK::IRGC 94474-1	IRIS_313-12252	subtrop	Lao People's Democratic Republic
HONGAINUO	B129	indx	
GUMPANGAR::IRGC 71524-1	IRIS_313-9409	ind3	Malaysia
ZAO LENG SHUI ZHAN::IRGC 79756-1	IRIS_313-12012	ind1A	China
KONAMANI::IRGC 49806-1	IRIS_313-11416	ind2	India
E LONG MAH::IRGC 47946-1	IRIS_313-9600	indx	Thailand
HUO QING::IRGC 72148-1	IRIS_313-11865	ind1A	China
ARC 18325::IRGC 42399-1	IRIS_313-11286	indx	India
PERUNEL::IRGC 63113-1	IRIS_313-8647	ind2	India
DISSIGBE::IRGC 66916-1	IRIS_313-11723	ind2	Guinea
TANBAUNG::IRGC 33732-2	IRIS_313-11143	indx	Myanmar
BOTOHAVANA MENA::IRGC 69349-1	IRIS_313-10041	trop	Madagascar
HANPA::IRGC 27547-2	IRIS_313-11015	aus	Bangladesh
GORIA::IRGC 58736-1	IRIS_313-11557	aus	Bangladesh
X22	CX83	ind1B	
ARC 12021::IRGC 21837-1	IRIS_313-10875	aus	India
CT 13582-15-5-M::C1	IRIS_313-7868	trop	
MR185	CX30	ind1B	
GOGO::IRGC 16418-1	IRIS_313-10739	indx	Indonesia
RIBE 253::GERVEX 54-C1	IRIS_313-8024	temp	
ZIRI	CX108	admix	
LITCHIKIANG::IRGC 7287-1	IRIS_313-10558	temp	China
KALIN::IRGC 77312-1	IRIS_313-10089	temp	Bulgaria
WANLIXIAN	B130	ind1A	
BAN BONG::IRGC 94565-1	IRIS_313-12254	subtrop	Lao People's Democratic Republic
SADOK::IRGC 13334-1	IRIS_313-9582	ind3	Malaysia
LAWANGAI::IRGC 49850-2	IRIS_313-11417	admix	India
RAUSRR 4::IRGC 79785-1	IRIS_313-12013	ind2	India
HTA 22::IRGC 45827-1	IRIS_313-9602	indx	Thailand
ARC 18371::IRGC 42423-2	IRIS_313-11287	indx	India
JIANG ER ZAO::IRGC 72152-1	IRIS_313-11866	ind1A	China
YA THAY SAN::IRGC 58245-1	IRIS_313-8659	indx	Myanmar
TAUNGDI::IRGC 33746-2	IRIS_313-11144	indx	Myanmar
KONYAN::IRGC 66931-1	IRIS_313-11724	ind3	Guinea
SICAN::IRGC 117029-1	IRIS_313-10285	indx	Peru
GUTTI AKKULLU::IRGC 26850-2	IRIS_313-10989	ind2	India
NULI::IRGC 58824-1	IRIS_313-11558	ind2	Bangladesh
ARC 12067::IRGC 21881-1	IRIS_313-10876	aus	India
X23	CX84	indx	
IR 71525-19-1-1::C1	IRIS_313-7909	trop	
KETAN PAPAH AREN::IRGC 16467-1	IRIS_313-10740	trop	Indonesia
LX2007	CX303	indx	
SMERALDO::GERVEX 138-C1	IRIS_313-8052	temp	
PTB 18::IRGC 6105-1	IRIS_313-10523	indx	India
DACCA6	CX109	japx	
CHALBYEO::IRGC 77639-1	IRIS_313-10092	temp	Korea, Republic of
DENG PEE::IRGC 94991-1	IRIS_313-12257	subtrop	Lao People's Democratic Republic
AIZIZHAN	B131	indx	
PA KABAKIE::IRGC 58541-1	IRIS_313-9687	indx	Sierra Leone
ADANKARU::IRGC 79842-1	IRIS_313-12014	ind2	Nigeria
MATALI::IRGC 49891-2	IRIS_313-11418	ind2	India
RPA 5929 (K 45)::IRGC 33963-1	IRIS_313-9604	indx	India
KE SHU BAI::IRGC 72183-1	IRIS_313-11867	ind1A	China
ARC 18434::IRGC 42429-2	IRIS_313-11288	indx	India
HAWM KRUA::IRGC 64333-1	IRIS_313-8674	ind3	Thailand
ZUIHOU::IRGC 66982-1	IRIS_313-11725	temp	Japan
THAKADE THEEDAT::IRGC 33772-2	IRIS_313-11145	ind3	Myanmar
WAR 72-2-1-1::IRGC 117361-1	IRIS_313-10421	indx	Sierra Leone
KACHILON::IRGC 27555-1	IRIS_313-11016	aus	Bangladesh
BANGLA::IRGC 58876-1	IRIS_313-11561	ind2	Nepal
C71	CX85	indx	
ARC 12079::IRGC 21888-1	IRIS_313-10877	aus	India
104 UPLA::GERVEX 167-C1	IRIS_313-8063	trop	
LUYIN 46	CX304	indx	
KETAN PELERN::IRGC 16468-1	IRIS_313-10741	trop	Indonesia
SAFARI::GERVEX 1256-C1	IRIS_313-8136	temp	
GUMEI 2	CX11	japx	
FI LAI FENG::IRGC 7288-1	IRIS_313-10559	temp	China
CHEONJUDO::IRGC 77644-1	IRIS_313-10093	temp	Korea, Republic of
XIAOBAIMI	B132	indx	
DON::IRGC 95117-1	IRIS_313-12258	subtrop	Lao People's Democratic Republic
ROJOFOTSY::IRGC 69402-1	IRIS_313-9740	ind2	Madagascar
MUTHA SAMBA::IRGC 49924-2	IRIS_313-11419	indx	India
DOGON IRI::IRGC 79882-1	IRIS_313-12015	ind2	Nigeria
NCS 194::IRGC 51932-1	IRIS_313-9605	ind1A	India
ARC 18578::IRGC 42459-2	IRIS_313-11289	aro	India
LIU LI YOU::IRGC 72198-1	IRIS_313-11868	ind1A	China
JAO LEUANG::IRGC 65866-1	IRIS_313-8679	ind3	Thailand
THEEDAT NGASEIN::IRGC 33779-2	IRIS_313-11146	indx	Myanmar
GUANG QING 334::IRGC 67132-1	IRIS_313-11726	ind1A	China
YN 1353-3::IRGC 117363-1	IRIS_313-10423	indx	Myanmar
LOROI::IRGC 27567-1	IRIS_313-11017	aus	Bangladesh
IR 4432-28-5::IRGC 55952-1	IRIS_313-11517	ind1B	Philippines
ARC 12101::IRGC 21907-1	IRIS_313-10878	aus	India
C70	CX86	indx	
32 UPLA::GERVEX 176-C1	IRIS_313-8064	trop	
MAMAS::IRGC 16503-1	IRIS_313-10742	ind3	Indonesia
ZH5	CX305	ind1B	
SHSS 53::GERVEX 550-C1	IRIS_313-8095	temp	
TA PAI MAUNG::IRGC 7292-1	IRIS_313-10560	ind1A	China
UP15	CX110	aro	
MAEKJO::IRGC 77666-1	IRIS_313-10097	temp	Korea, Republic of
EA NOUAN::IRGC 95147-1	IRIS_313-12259	ind3	Lao People's Democratic Republic
YANSHUICHI	B133	indx	
EX EBOKOZURU::IRGC 79912-1	IRIS_313-10109	ind3	Nigeria
EX AUBERGE::IRGC 79898-1	IRIS_313-12016	indx	Egypt
PISINI::IRGC 50035-2	IRIS_313-11420	ind2	India
ARC 10594::IRGC 12524-1	IRIS_313-9609	indx	India
MA WEI ZHAN::IRGC 72220-1	IRIS_313-11869	ind1A	China
ARC 6579::IRGC 42510-1	IRIS_313-11290	admix	India
YEBAWYIN::IRGC 33885-1	IRIS_313-8697	ind3	Myanmar
HONG YANG ZAO 3::IRGC 67177-1	IRIS_313-11727	ind1A	China
TYB 11::IRGC 33821-2	IRIS_313-11147	indx	Myanmar
IR 62266-42-6-2	IRIS_313-8232	trop	Philippines
MADISA::IRGC 27568-1	IRIS_313-11018	aus	Bangladesh
BIJULI BATI::IRGC 58917-1	IRIS_313-11563	ind2	Nepal
Q5	CX87	indx	
ARC 12124::IRGC 21929-1	IRIS_313-10879	admix	India
LATSIBOZAKA 112-1::GERVEX 8233-C1	IRIS_313-7722	admix	
MONGOLIA RICE	CX306	temp	
SERAJU::IRGC 16565-1	IRIS_313-10743	trop	Indonesia
SALOIO::GERVEX 1259-C1	IRIS_313-8138	temp	
GIZA14	CX111	trop	
NAN TEO 14::IRGC 7304-1	IRIS_313-10561	ind1A	China
MOLO::IRGC 81603-1	IRIS_313-10111	japx	Italy
XISHI 15	B134	subtrop	
MAYATAUNG::IRGC 95957-1	IRIS_313-12268	indx	Myanmar
UQUIHUA::IRGC 117037-1	IRIS_313-10287	ind1B	Peru
TULASIBAS::IRGC 50192-2	IRIS_313-11421	ind2	India
EX SANDEMA::IRGC 79964-1	IRIS_313-12017	indx	Ghana
WANGA BARUGULU::IRGC 52261-1	IRIS_313-9611	ind2	India
ARC 7425::IRGC 42538-1	IRIS_313-11291	aus	India
NAN JING XIAO DAO::IRGC 72236-2	IRIS_313-11870	ind1A	China
ROPA::IRGC 74774-1	IRIS_313-8704	ind2	India
YEBAW::IRGC 33875-2	IRIS_313-11148	ind3	Myanmar
LUO SI ZHAN::IRGC 67211-1	IRIS_313-11728	ind3	China
POKKALI::IRGC 8948-1	IRIS_313-8244	ind2	Sri Lanka
PORANG::IRGC 27577-1	IRIS_313-11019	aus	Bangladesh
HALIDA::IRGC 59005-1	IRIS_313-11564	aro	Nepal
RANTE::IRGC 18608-2	IRIS_313-10808	trop	Indonesia
HUANYANGNIAN	CX88	ind1A	
75 UPLA::GERVEX 161-C1	IRIS_313-8061	trop	
SIPON::IRGC 16570-1	IRIS_313-10744	trop	Indonesia
HP121	CX307	japx	
PELDE::GERVEX 502-C1	IRIS_313-8076	trop	
SENG CHUI LIN::IRGC 7313-1	IRIS_313-10562	japx	China
GINGA	CX112	admix	
GITANO::IRGC 82424-1	IRIS_313-10119	japx	Italy
SHWEWARHNAN::IRGC 96053-1	IRIS_313-12269	indx	Myanmar
HONGGENGHANGU3	B135	indx	
RUSTIC::IRGC 117026-1	IRIS_313-10318	indx	Guyana
PORASHI::IRGC 78397-1	IRIS_313-11982	aus	Bangladesh
13946 (GUANG QIU 15)::IRGC 50320-1	IRIS_313-11422	ind1A	China
HOLDI GIRA::IRGC 31801-1	IRIS_313-9617	ind2	Bangladesh
E ZI 110::IRGC 70201-1	IRIS_313-11799	ind1A	China
ARC 10120::IRGC 42557-2	IRIS_313-11292	indx	India
BAZAIL::IRGC 27526-1	IRIS_313-8717	indx	Bangladesh
MEI LIU ZAO 5::IRGC 67231-1	IRIS_313-11729	indx	China
KHAO THAMA::IRGC 29838-2	IRIS_313-11086	ind3	Lao People's Democratic Republic
ARC 13530::IRGC 41146-1	IRIS_313-8401	indx	India
BAMLA SUFFAID 320::IRGC 27776-1	IRIS_313-11020	aus	Pakistan
KUSUM KATIKI::IRGC 59099-1	IRIS_313-11565	ind2	Nepal
M202	CX89	indx	
ARC 12180::IRGC 21965-2	IRIS_313-10880	ind2	India
77 UPLA::GERVEX 159-C1	IRIS_313-8060	trop	
HNANKAR	CX31	ind1B	
SLOBOK::IRGC 16571-1	IRIS_313-10745	trop	Indonesia
THAIPERLA::GERVEX 696-C1	IRIS_313-8105	temp	
BINIAPAN	CX113	trop	
SHA TIAO TSAO::IRGC 7339-1	IRIS_313-10563	temp	
HAN NUO::IRGC 59591-1	IRIS_313-10164	temp	China
YUYANNUO	B136	japx	
TOAM JUM::IRGC 96077-1	IRIS_313-12270	indx	Myanmar
IR 31142-14-1-1-3-1-1-2::IRGC 117378-1	IRIS_313-10355	indx	Philippines
C 1016-1::IRGC 50368-1	IRIS_313-11423	indx	Philippines
FRENSI GBOI::IRGC 79983-1	IRIS_313-12018	trop	Sierra Leone
PESAGRO 102::IRGC 78703-1	IRIS_313-9623	indx	Brazil
ARC 10975::IRGC 42611-2	IRIS_313-11293	aro	India
SAN ZHAO QI::IRGC 72289-1	IRIS_313-11871	ind1A	China
NIBARI::IRGC 67742-1	IRIS_313-8731	ind2	India
YODAYA::IRGC 33901-2	IRIS_313-11149	ind3	Myanmar
QING ER XIAO 2::IRGC 67255-1	IRIS_313-11730	indx	China
JIN JUN DAO::IRGC 59710-1	IRIS_313-8405	indx	China
BARA PASHAWARI 390::IRGC 27779-1	IRIS_313-11021	aro	Pakistan
MOONOR::IRGC 59136-1	IRIS_313-11566	ind2	Nepal
ARC 12413::IRGC 22044-1	IRIS_313-10881	admix	India
FENGAIZHAN	CX9	ind1B	
79 UPLA::GERVEX 154-C1	IRIS_313-8057	trop	
TJEMPO KREMBUNG::IRGC 16603-1	IRIS_313-10746	trop	Indonesia
R106	CX313	indx	
FRANCES::GERVEX 527-C1	IRIS_313-8087	temp	
250 KUNGANI 1::IRGC 7370-1	IRIS_313-10564	temp	Japan
GUANG LU AI 4	CX114	ind1A	
IR 73688-57-2::IRGC 117383-1	IRIS_313-10379	temp	Philippines
BATIBATIKAN::IRGC 96098-1	IRIS_313-12271	trop	Philippines
80B	B137	indx	
IR 57514-PMI 5-B-1-2::IRGC 117372-1	IRIS_313-10360	indx	Philippines
ITA 131::IRGC 80025-1	IRIS_313-12021	trop	Nigeria
SINAPLED::IRGC 50402-1	IRIS_313-11424	trop	Philippines
ARC 15873::IRGC 43250-1	IRIS_313-9634	indx	India
TIE ZHONG::IRGC 72321-1	IRIS_313-11872	ind1A	China
ARC 11245::IRGC 42651-2	IRIS_313-11294	ind2	India
WP 36::IRGC 55278-1	IRIS_313-8732	ind1B	Thailand
QING TAI AI::IRGC 67273-1	IRIS_313-11731	indx	China
ZEINGYI::IRGC 33923-2	IRIS_313-11150	ind3	Myanmar
KOTTEYARAN::IRGC 47383-1	IRIS_313-8660	ind2	Sri Lanka
BASMATI SUFAID 100::IRGC 27791-1	IRIS_313-11022	aro	Pakistan
RATO BASMATI::IRGC 59205-1	IRIS_313-11567	aro	Nepal
CHHOMROMG	CX90	ind1B	
ARC 12433::IRGC 22064-1	IRIS_313-10882	aus	India
80 UPLA::GERVEX 164-C1	IRIS_313-8062	trop	
117	CX314	ind1B	
7 AC::IRGC 14860-2	IRIS_313-10711	trop	Liberia
VALTEJO::GERVEX 1355-C1	IRIS_313-8151	temp	
YUN HUI 72	CX115	indx	
221 B 36-1-1-1-1::IRGC 7585-1	IRIS_313-10565	indx	Indonesia
IR 73690-7-2-1-1-3-2-2-1::IRGC 117384-1	IRIS_313-10380	aus	Philippines
GU 154	B138	indx	
MALAGKIT (ITIM)::IRGC 96124-1	IRIS_313-12272	trop	Philippines
IR 67518-B-11-1-B::IRGC 117380-1	IRIS_313-10371	indx	Philippines
BRANCO PRECOCE::IRGC 50441-2	IRIS_313-11425	admix	Brazil
TOS 9795::IRGC 80142-1	IRIS_313-12024	ind1B	
BONG BOI::IRGC 32094-1	IRIS_313-9637	ind3	Viet Nam
ARC 14398::IRGC 41544-2	IRIS_313-11268	aro	India
CHUBU 17::IRGC 72505-1	IRIS_313-11875	temp	Japan
SADAJIRA 19-287::IRGC 38320-1	IRIS_313-8737	ind2	Bangladesh
E 21::IRGC 33929-2	IRIS_313-11151	ind3	Myanmar
QING ZAO 3::IRGC 67281-1	IRIS_313-11732	ind1A	China
NIAO YAO::IRGC 5496-1	IRIS_313-8743	indx	Taiwan
BASMATI SURKH 161::IRGC 27797-1	IRIS_313-11023	aro	Pakistan
SATHIYA::IRGC 59225-1	IRIS_313-11568	ind1A	Nepal
ARC 12490::IRGC 22095-1	IRIS_313-10883	admix	India
GOVIND	CX91	ind1B	
91 UPLA::GERVEX 155-C1	IRIS_313-8058	trop	
TJOKRON::IRGC 16653-2	IRIS_313-10747	trop	Indonesia
ZIDAO	CX315	temp	
TOPAZIO::GERVEX 1332-C1	IRIS_313-8149	temp	
221 C 391-1-3-3::IRGC 7600-1	IRIS_313-10566	indx	Indonesia
WUDADAOZHONG	CX116	temp	
DAN YAN NUO::IRGC 4860-1	IRIS_313-8481	temp	China
AIJIAONANTE::IRGC 96974-1	IRIS_313-12273	ind1A	China
IR 661-1	B139	indx	
IR 70027-8-2-2-3-2::IRGC 117382-1	IRIS_313-10375	indx	Philippines
ACEH (SELECTION)::IRGC 80233-1	IRIS_313-12027	ind3	Indonesia
CHATAO::IRGC 50456-1	IRIS_313-11426	trop	Brazil
KAMPAI PEUN MEUANG::IRGC 78248-1	IRIS_313-9669	ind3	Thailand
AI DA::IRGC 72567-1	IRIS_313-11876	ind1A	China
ARC 11397::IRGC 42664-1	IRIS_313-11295	admix	India
REMOL::IRGC 18624-1	IRIS_313-8744	ind3	Indonesia
SHUANG BAI AI 2::IRGC 67309-1	IRIS_313-11733	ind1A	China
AC 74::IRGC 33967-1	IRIS_313-11152	ind1A	India
XIA ZHI BAI::IRGC 53437-1	IRIS_313-9111	ind1A	China
BEGMI 135::IRGC 27845-1	IRIS_313-11024	aus	Pakistan
GENG 77-4::IRGC 59321-1	IRIS_313-11570	indx	China
UPR 191-66	CX92	ind1B	
ARC 12493::IRGC 22098-1	IRIS_313-10884	subtrop	India
ARLESIENNE::GERVEX 1530-C1	IRIS_313-8168	japx	
MR39	CX316	admix	
LUA DUC::IRGC 16718-1	IRIS_313-10748	indx	Viet Nam
OPALE::GERVEX 1667-C1	IRIS_313-8200	temp	
IR65600-27-1-2-2	CX117	indx	
AIKAWA 44::IRGC 7676-1	IRIS_313-10567	temp	Japan
H 305-84::IRGC 116988-1	IRIS_313-10242	temp	Hungary
PEI C122	B140	ind1A	
MAGU::IRGC 97027-1	IRIS_313-12275	indx	China
KEDOT::IRGC 66568-1	IRIS_313-8291	ind3	Indonesia
GEM OU BRAZIL::IRGC 50470-1	IRIS_313-11427	trop	Brazil
KERIBAREFOR::IRGC 78454-1	IRIS_313-11983	ind2	Burkina Faso
BOW SU SO::IRGC 78237-1	IRIS_313-9697	ind3	Thailand
ARC 12800::IRGC 42720-2	IRIS_313-11296	indx	India
AN NAN ZAO::IRGC 72576-1	IRIS_313-11877	ind1A	China
TYPE 50::IRGC 74782-1	IRIS_313-8754	ind2	India
CT 45::IRGC 34027-2	IRIS_313-11153	temp	India
SI CHAO 1::IRGC 67335-1	IRIS_313-11734	ind1A	China
PARA NELLU::IRGC 50009-1	IRIS_313-9351	ind2	India
DHAN 263::IRGC 27926-2	IRIS_313-11025	aus	Pakistan
BAI MANG AI ZHONG::IRGC 59408-1	IRIS_313-11571	temp	China
ARC 12559::IRGC 22148-2	IRIS_313-10885	indx	India
TGMS29	CX93	indx	
CALENDAL::GERVEX 1516-C1	IRIS_313-8166	japx	
MINH SOC (CAMBODIA)::IRGC 16731-2	IRIS_313-10749	ind3	Viet Nam
MR19	CX317	temp	
MESTRE::GERVEX 1082-C1	IRIS_313-8121	japx	
OITA MII 120::IRGC 7696-1	IRIS_313-10568	temp	Japan
YETUOZAI	CX118	indx	
BERGREIS::IRGC 3150-1	IRIS_313-9771	temp	Austria
EA KHAW NGAN::IRGC 95176-2	IRIS_313-12260	ind3	Lao People's Democratic Republic
GENG 7623	B141	admix	
SAGNADE::IRGC 15801-1	IRIS_313-8293	ind3	Senegal
CHAO BONG::IRGC 80266-2	IRIS_313-12028	indx	Lao People's Democratic Republic
HEIBIAO	B001	temp	
TAITUNG WOO LI::IRGC 111-1	IRIS_313-9705	ind1A	Taiwan
BAI RI XIAN::IRGC 72588-1	IRIS_313-11878	ind1A	China
ARC 13460::IRGC 42732-2	IRIS_313-11297	admix	India
NIRGUNI::IRGC 61127-1	IRIS_313-8757	ind2	India
YI LI ZHONG::IRGC 67382-1	IRIS_313-11735	indx	China
